index,tag
2285,classic pop and rock
2285,eric clapton
2285,hard rock
2285,has german audiobooks
2285,pop
2285,pop rock
2285,pop/rock
2285,psychedelic rock
2285,reggae
2285,rock
2286,hip hop rnb and dance hall
2287,00s
2287,10s
2287,80s
2287,90s
2287,alternative
2287,alternative rock
2287,american
2287,crossover
2287,dvd
2287,funk
2287,funk metal
2287,funk rock
2287,funk rock tributo
2287,metal
2287,pop and chart
2287,rap
2287,rock
2287,usa
2288,classic pop and rock
2289,80s
2289,90s
2289,hip hop rnb and dance hall
2289,one-hit wonder
2289,pop
2289,rnb
2289,underrated
2290,classic pop and rock
2290,mr. big
2291,british
2291,dance-pop
2291,english
2291,novelty
2291,pop
2291,uk
2292,american
2292,américain
2292,chanteur
2292,classic pop and rock
2292,composer
2292,compositeur
2292,contemporary r&b
2292,contemporary rnb
2292,cool
2292,dance-pop
2292,disco
2292,funk
2292,lyricist
2292,michael-jackson
2292,new jack swing
2292,parolier
2292,pop
2292,pop rock
2292,pop soul
2292,r&b
2292,rnb
2292,rock
2292,singer
2292,soul
2292,united states
2292,usa
2293,classic pop and rock
2294,american
2294,girl
2294,pop
2294,pop and chart
2294,rnb
2294,whistle register
2295,acoustic rock
2295,american
2295,band
2295,classic pop and rock
2295,glam metal
2295,hard rock
2295,heavy metal
2295,industrial rock
2295,metal
2295,patience
2295,piano rock
2295,pop rock
2295,pop/rock
2295,rock
2296,canadian
2296,country
2296,rock
2297,american
2297,américain
2297,chanteur
2297,classic pop and rock
2297,composer
2297,compositeur
2297,contemporary r&b
2297,contemporary rnb
2297,cool
2297,dance-pop
2297,disco
2297,funk
2297,lyricist
2297,michael-jackson
2297,new jack swing
2297,parolier
2297,pop
2297,pop rock
2297,pop soul
2297,r&b
2297,rnb
2297,rock
2297,singer
2297,soul
2297,united states
2297,usa
2298,90s
2298,dance
2298,female vocalists
2298,pop
2298,pop and chart
2299,american
2299,américain
2299,arabic
2299,art pop
2299,chanteur
2299,dance
2299,dance-pop
2299,downtempo
2299,electronic
2299,electropop
2299,greatest hits
2299,multiple ipi
2299,pop
2299,pop and chart
2299,singer
2299,tell me
2299,usa
2300,american
2300,girl
2300,pop
2300,pop and chart
2300,rnb
2300,whistle register
2301,hip hop
2301,rap
2301,rock and indie
2302,adult contemporary
2302,blue-eyed soul
2302,british
2302,classic pop and rock
2302,dance pop
2302,dance-pop
2302,english
2302,pop
2302,pop rock
2302,pop soul
2302,rhythm and blues
2302,rock
2302,smooth jazz
2302,smooth soul
2302,sophisti-pop
2302,uk
2303,contemporary r&b
2303,disco
2303,pop
2303,pop soul
2303,rhythm & blues
2303,smooth soul
2304,adult contemporary
2304,canadian
2304,christmas music
2304,classic pop and rock
2304,dance-pop
2304,eurovision
2304,eyes on me
2304,french
2304,french pop
2304,pop
2305,hip hop rnb and dance hall
2306,british
2306,english
2306,orchestral
2306,pop
2306,power pop
2306,progressive rock
2306,psychedelic rock
2306,rock
2306,soft rock
2306,symphonic rock
2307,contemporary r&b
2307,dance-pop
2307,hip hop rnb and dance hall
2307,new jack swing
2307,pop
2307,rnb
2308,adult contemporary
2308,pop
2308,rock
2309,contemporary r&b
2309,new jack swing
2309,pop
2309,pop soul
2309,smooth soul
2309,soul
2309,soul and reggae
2310,belgian
2310,euro house
2310,european
2311,boom bap
2311,classic pop and rock
2311,conscious hip hop
2311,hip hop
2311,political hip hop
2311,pop rap
2311,southern hip hop
2312,christmas
2312,classic pop and rock
2312,death by heart attack
2312,pop
2312,soul
2313,american
2313,girl
2313,pop
2313,pop and chart
2313,rnb
2313,whistle register
2314,adult contemporary
2314,british
2314,classic pop and rock
2314,elton-john
2314,english
2314,glam rock
2314,piano rock
2314,pop
2314,pop rock
2314,pop/rock
2314,rock
2314,singer/songwriter
2314,uk
2315,rock and indie
2316,adult contemporary
2316,female vocalists
2316,pop
2317,contemporary r&b
2317,funk
2317,jazz
2317,neo soul
2317,new jack swing
2317,rock
2317,soul
2318,rock and indie
2319,classic pop and rock
2320,american
2320,easy listening soundtracks and musicals
2320,pop
2320,pop rock
2320,rock
2321,adult contemporary
2321,american
2321,classic pop and rock
2321,pop
2322,the unforgettable fire
2323,adult contemporary
2323,blue-eyed soul
2323,british
2323,classic pop and rock
2323,dance pop
2323,dance-pop
2323,english
2323,pop
2323,pop rock
2323,pop soul
2323,rhythm and blues
2323,rock
2323,smooth jazz
2323,smooth soul
2323,sophisti-pop
2323,uk
2324,hardcore punk
2325,the unforgettable fire
2326,90s
2326,dance
2326,female vocalists
2326,pop
2326,pop and chart
2327,hip hop
2327,hip hop rnb and dance hall
2328,american
2328,américain
2328,chanteur
2328,classic pop and rock
2328,composer
2328,compositeur
2328,contemporary r&b
2328,contemporary rnb
2328,cool
2328,dance-pop
2328,disco
2328,funk
2328,lyricist
2328,michael-jackson
2328,new jack swing
2328,parolier
2328,pop
2328,pop rock
2328,pop soul
2328,r&b
2328,rnb
2328,rock
2328,singer
2328,soul
2328,united states
2328,usa
2329,boom bap
2329,classic pop and rock
2329,conscious hip hop
2329,hip hop
2329,political hip hop
2329,pop rap
2329,southern hip hop
2330,pop and chart
2331,acoustic rock
2331,adult contemporary
2331,album oriented rock
2331,aor
2331,arena rock
2331,british
2331,canadian
2331,hard rock
2331,pop rock
2331,rock
2331,rock and indie
2331,soft rock
2332,dance-pop
2332,new jack swing
2332,pop
2332,pop and chart
2333,acoustic rock
2333,adult contemporary
2333,album oriented rock
2333,aor
2333,arena rock
2333,british
2333,canadian
2333,hard rock
2333,pop rock
2333,rock
2333,rock and indie
2333,soft rock
2334,american
2334,easy listening soundtracks and musicals
2334,pop
2334,pop rock
2334,rock
2335,hip hop
2336,adult contemporary
2336,american
2336,classic pop and rock
2336,pop
2337,glam metal
2337,hard rock
2337,heavy metal
2338,soul and reggae
2339,contemporary r&b
2339,new jack swing
2339,pop
2339,pop soul
2339,smooth soul
2339,soul
2339,soul and reggae
2340,hip hop
2340,hip hop rnb and dance hall
2340,r&b
2341,acid house
2341,ambient
2341,ambient house
2341,british
2341,electronic
2341,english
2341,pop
2341,rock and indie
2341,uk
2342,classic pop and rock
2343,adult contemporary
2343,american
2343,classic pop and rock
2343,pop
2344,hip hop rnb and dance hall
2345,american
2345,rnb
2345,urban
2346,classic pop and rock
2346,mr. big
2347,classic pop and rock
2348,90s
2348,dance
2348,female vocalists
2348,pop
2348,pop and chart
2349,british
2349,classic pop and rock
2349,english
2349,glam metal
2349,hard rock
2349,heavy metal
2349,metal
2349,nwobhm
2349,pop rock
2349,rock
2349,uk
2350,hip hop
2351,adult contemporary
2351,blue-eyed soul
2351,blues rock
2351,folk
2351,pop rock
2351,rock
2351,rock and indie
2351,singer/songwriter
2351,soft rock
2352,adult contemporary
2352,contemporary r&b
2352,dance-pop
2352,death by drowning
2352,new jack swing
2352,o happy day
2352,pop
2352,pop soul
2352,r&b
2352,soul and reggae
2353,birmingham
2353,british
2353,classic pop and rock
2353,dub
2353,english
2353,pop
2353,pop reggae
2353,reggae
2353,roots reggae
2353,soul and reggae
2353,uk
2354,dance
2354,janet jackson escapade
2354,janet-jackson
2354,pop
2354,pop and chart
2354,the queen
2355,hip hop rnb and dance hall
2355,new jack swing
2356,r&b
2357,american
2357,girl
2357,pop
2357,pop and chart
2357,rnb
2357,whistle register
2358,hip hop rnb and dance hall
2359,canadian
2359,canadian rap
2359,dancehall
2359,hip hop
2359,pop and chart
2359,reggae
2360,classic pop and rock
2360,g-funk
2360,gangsta rap
2360,hardcore hip hop
2360,hip hop
2360,instrumental hip hop
2360,pop rap
2360,producer
2360,rapper
2360,west coast hip hop
2361,contemporary r&b
2361,new jack swing
2361,pop
2361,pop soul
2361,smooth soul
2361,soul
2361,soul and reggae
2362,soul and reggae
2363,hip hop rnb and dance hall
2364,hip hop rnb and dance hall
2365,adult contemporary
2365,rhythm and blues
2365,soft rock
2365,soul
2366,dance
2366,janet jackson escapade
2366,janet-jackson
2366,pop
2366,pop and chart
2366,the queen
2367,hip hop rnb and dance hall
2367,new jack swing
2368,alternative rock
2368,american underground
2368,classic pop and rock
2368,jangle pop
2368,pop rock
2368,power pop
2368,punk rock
2369,american
2369,classic pop and rock
2369,classical
2369,piano rock
2369,pop
2369,pop rock
2369,rock
2369,singer/songwriter
2369,soft rock
2369,this is the time
2370,classic pop and rock
2371,adult contemporary
2371,contemporary r&b
2371,dance-pop
2371,death by drowning
2371,new jack swing
2371,o happy day
2371,pop
2371,pop soul
2371,r&b
2371,soul and reggae
2372,boom bap
2372,classic pop and rock
2372,conscious hip hop
2372,hip hop
2372,political hip hop
2372,pop rap
2372,southern hip hop
2373,blues rock
2373,british
2373,easy listening soundtracks and musicals
2373,english
2373,folk rock
2373,pop
2373,pop rock
2373,pop/rock
2373,rock
2373,roots rock
2373,standards
2373,uk
2374,80s
2374,90s
2374,hip hop rnb and dance hall
2374,one-hit wonder
2374,pop
2374,rnb
2374,underrated
2375,american
2375,aor
2375,classic pop and rock
2375,hard rock
2375,pop rock
2375,progressive rock
2375,rock
2375,rock opera
2375,symphonic rock
2375,wagnerian rock
2376,hip hop
2376,hip hop rnb and dance hall
2377,rock and indie
2378,adult contemporary
2378,contemporary r&b
2378,dance-pop
2378,death by drowning
2378,new jack swing
2378,o happy day
2378,pop
2378,pop soul
2378,r&b
2378,soul and reggae
2379,r&b
2380,adult contemporary
2380,american
2380,classic pop and rock
2380,contemporary r&b
2380,pop
2380,pop rock
2380,pop soul
2380,rnb
2380,rock
2380,soul
2380,tina-turner
2381,rock and indie
2382,hip hop
2382,rock and indie
2383,hip hop rnb and dance hall
2383,pop
2383,r&b
2384,american
2384,américain
2384,chanteur
2384,classic pop and rock
2384,composer
2384,compositeur
2384,contemporary r&b
2384,contemporary rnb
2384,cool
2384,dance-pop
2384,disco
2384,funk
2384,lyricist
2384,michael-jackson
2384,new jack swing
2384,parolier
2384,pop
2384,pop rock
2384,pop soul
2384,r&b
2384,rnb
2384,rock
2384,singer
2384,soul
2384,united states
2384,usa
2385,contemporary r&b
2385,dance-pop
2385,hip hop rnb and dance hall
2385,new jack swing
2385,pop
2385,rnb
2386,+usa california
2386,alternative rock
2386,blues rock
2386,hard rock
2386,pop rock
2386,psychedelic rock
2386,rock and indie
2387,adult contemporary
2387,dance-pop
2387,electronic
2387,eurodance
2387,european
2387,europop
2387,pop
2387,pop reggae
2387,swedish
2388,classic pop and rock
2388,g-funk
2388,gangsta rap
2388,hardcore hip hop
2388,hip hop
2388,instrumental hip hop
2388,pop rap
2388,producer
2388,rapper
2388,west coast hip hop
2389,adult contemporary
2389,american
2389,brian mcknight
2389,contemporary r&b
2389,hip hop rnb and dance hall
2389,pop
2389,quiet storm
2389,r&b
2389,rnb
2389,soul
2390,hip hop rnb and dance hall
2391,2 pac
2391,above the rim
2391,conscious hip hop
2391,death by gun
2391,death by murder
2391,g-funk
2391,gangsta rap
2391,hip hop
2391,hip hop rnb and dance hall
2391,political hip hop
2391,pop rap
2391,temor a la muerte
2391,unil the end of time
2391,west coast hip hop
2392,acoustic rock
2392,american
2392,aor
2392,band
2392,glam metal
2392,hard fm
2392,hard rock
2392,metal
2392,pop and chart
2392,pop rock
2392,rock
2393,hip hop
2393,hip hop rnb and dance hall
2393,r&b
2394,american
2394,blues rock
2394,classic pop and rock
2394,classic rock. blues rock
2394,hard rock
2394,heavy metal
2394,medley a b
2394,metal
2394,pop rock
2394,rock
2394,soft rock
2395,hip hop rnb and dance hall
2396,american
2396,boom bap
2396,brostep
2396,gangsta rap
2396,hip hop
2396,hip-hop
2396,hiphop
2396,latin rap
2396,rap metal
2396,rapcore
2396,rock and indie
2396,us
2396,west coast hip hop
2397,american
2397,américain
2397,arabic
2397,art pop
2397,chanteur
2397,dance
2397,dance-pop
2397,downtempo
2397,electronic
2397,electropop
2397,greatest hits
2397,multiple ipi
2397,pop
2397,pop and chart
2397,singer
2397,tell me
2397,usa
2398,american
2398,américain
2398,arabic
2398,art pop
2398,chanteur
2398,dance
2398,dance-pop
2398,downtempo
2398,electronic
2398,electropop
2398,greatest hits
2398,multiple ipi
2398,pop
2398,pop and chart
2398,singer
2398,tell me
2398,usa
2399,reggae
2400,classic pop and rock
2401,classic pop and rock
2402,dance
2402,janet jackson escapade
2402,janet-jackson
2402,pop
2402,pop and chart
2402,the queen
2403,country
2403,country pop
2404,reggae
2405,american
2405,gangsta rap
2405,hip hop
2405,hip hop rnb and dance hall
2405,hip-hop
2405,political rap
2405,west coast hip-hop
2406,electronic
2406,german
2407,hardcore punk
2408,hip hop
2408,hiphop
2408,jazz
2408,us
2409,eurodance
2409,pop
2409,trinidad and tobago
2409,trinidadian
2409,trinidadiens
2409,trinité-et-tobago
2410,american
2410,easy listening soundtracks and musicals
2410,pop
2410,pop rock
2410,rock
2411,hip hop rnb and dance hall
2412,hip hop
2412,hip hop rnb and dance hall
2413,american
2413,gangsta rap
2413,hip hop
2413,hip hop rnb and dance hall
2413,hip-hop
2413,political rap
2413,west coast hip-hop
2414,english
2414,pop
2415,blues rock
2415,british
2415,easy listening soundtracks and musicals
2415,english
2415,folk rock
2415,pop
2415,pop rock
2415,pop/rock
2415,rock
2415,roots rock
2415,standards
2415,uk
2416,art pop
2416,british
2416,classic pop and rock
2416,english
2416,new wave
2416,pop rock
2416,psychedelic pop
2416,sophisti-pop
2416,synthpop
2416,uk
2417,american
2417,blues rock
2417,classic pop and rock
2417,classic rock. blues rock
2417,hard rock
2417,heavy metal
2417,medley a b
2417,metal
2417,pop rock
2417,rock
2417,soft rock
2418,alternative rock
2418,american
2418,jangle pop
2418,power pop
2418,rock
2418,usa
2419,soul and reggae
2420,adult contemporary
2420,american
2420,club dance
2420,dance-pop
2420,electronic
2420,house
2420,pop
2420,urban
2421,british
2421,classic pop and rock
2421,english
2421,glam metal
2421,hard rock
2421,heavy metal
2421,metal
2421,nwobhm
2421,pop rock
2421,rock
2421,uk
2422,adult contemporary
2422,dance-pop
2422,electronic
2422,eurodance
2422,european
2422,europop
2422,pop
2422,pop reggae
2422,swedish
2423,contemporary r&b
2423,new jack swing
2423,pop
2423,pop soul
2423,smooth soul
2423,soul
2423,soul and reggae
2424,adult contemporary
2424,canadian
2424,christmas music
2424,classic pop and rock
2424,dance-pop
2424,eurovision
2424,eyes on me
2424,french
2424,french pop
2424,pop
2425,american
2425,girl
2425,pop
2425,pop and chart
2425,rnb
2425,whistle register
2426,classic pop and rock
2427,hip hop rnb and dance hall
2427,pop
2427,r&b
2428,blues rock
2428,british
2428,easy listening soundtracks and musicals
2428,english
2428,folk rock
2428,pop
2428,pop rock
2428,pop/rock
2428,rock
2428,roots rock
2428,standards
2428,uk
2429,adult contemporary
2429,dance-pop
2429,electronic
2429,eurodance
2429,european
2429,europop
2429,pop
2429,pop reggae
2429,swedish
2430,adult contemporary
2430,dance-pop
2430,electronic
2430,eurodance
2430,european
2430,europop
2430,pop
2430,pop reggae
2430,swedish
2431,american
2431,contemporary r&b
2431,hip hop rnb and dance hall
2431,hip-hop
2431,neo soul
2431,new jack swing
2431,pop
2431,pop rap
2431,r&b
2431,rnb
2431,soul
2432,dance
2432,janet jackson escapade
2432,janet-jackson
2432,pop
2432,pop and chart
2432,the queen
2433,american
2433,américain
2433,arabic
2433,art pop
2433,chanteur
2433,dance
2433,dance-pop
2433,downtempo
2433,electronic
2433,electropop
2433,greatest hits
2433,multiple ipi
2433,pop
2433,pop and chart
2433,singer
2433,tell me
2433,usa
2434,hip hop
2434,soul and reggae
2435,american
2435,heartland rock
2435,pop
2435,rock
2435,roots rock
2436,hip hop rnb and dance hall
2436,pop
2436,r&b
2437,adult contemporary
2437,british
2437,classic pop and rock
2437,elton-john
2437,english
2437,glam rock
2437,piano rock
2437,pop
2437,pop rock
2437,pop/rock
2437,rock
2437,singer/songwriter
2437,uk
2438,hip hop
2438,pop and chart
2439,classic pop and rock
2440,g-funk
2440,hip hop
2440,west coast hip hop
2441,classic pop and rock
2442,death by plane crash
2442,hip hop
2442,hip hop rnb and dance hall
2442,pop
2442,r&b
2443,adult contemporary
2443,american
2443,classic pop and rock
2443,pop
2444,contemporary r&b
2444,new jack swing
2444,pop soul
2444,smooth soul
2445,acoustic rock
2445,adult contemporary
2445,album oriented rock
2445,aor
2445,arena rock
2445,british
2445,canadian
2445,hard rock
2445,pop rock
2445,rock
2445,rock and indie
2445,soft rock
2446,hip hop
2446,soul and reggae
2447,alternative rock
2447,hard rock
2447,post-grunge
2448,american
2448,easy listening soundtracks and musicals
2448,pop
2448,pop rock
2448,rock
2449,ambient
2449,classic pop and rock
2449,electronic
2449,european
2449,german
2449,house
2449,instrumental
2449,new age
2449,trance
2450,american
2450,blues rock
2450,classic pop and rock
2450,country
2450,folk
2450,pop
2450,rock
2451,rock and indie
2452,american
2452,dance-pop
2452,hip hop rnb and dance hall
2452,pop
2452,rnb
2452,urban
2453,american
2453,aor
2453,classic pop and rock
2453,hard rock
2453,pop rock
2453,progressive rock
2453,rock
2453,rock opera
2453,symphonic rock
2453,wagnerian rock
2454,+usa new york
2454,acoustic rock
2454,alternative rock
2454,college rock
2454,folk pop
2454,folk rock
2454,indie pop
2454,jangle pop
